Sentence	ACCURACY MENTION?	comments	Normalized Ann1	Normalized Ann2	Consistent?	Decision		
For a two-tailed hypothesis test with 95% confidence, we would expect the coverage to be around 97.5% showing that the unadjusted p-values give more false positives than expected, and that all adjustments should be conservative.			Y	Y	TRUE	 		
In terms of breeding success, models considering individual identity outperformed models considering territorial identity, as well as models with no random factors, indicating that empirical evidence in the data supported the hypothesis that individual quality was the most important source of variation in breeding success, and of greater importance than territory quality.	?	models	?	Y	FALSE	Y		
One evident hypothesis , which could potentially be tested experimentally, is the interaction of acidic residues acquired in ciliate subunits c adjacent to the conserved loop residues (RNP) with the basic residue acquired in ciliate subunits d next to the position of the otherwise conserved histidine (Figure 5C).			Y	Y	TRUE	 		
Our very understanding of the world changes the conditions of the changing world; and so do our wishes, our preferences, our motivations, our hopes, our dreams, our phantasies, our hypotheses , our theories.	N				TRUE			
In summary, although SOD-plus was described in patients with severe symptoms, such as seizures and delay in the motor development, this report corroborates the hypothesis that this syndrome can also be seen in asymptomatic patients, despite the extensive imaging abnormalities.			Y	Y	TRUE	Y		
While it is not possible here to ascertain whether obesity itself predisposes a man to the development of more aggressive PC or whether factors that predispose a man to obesity also predispose him to the development of aggressive PC, a RCT could be envisaged that helps discern which of these hypotheses is true.			Y	Y	TRUE	 	testability	
In contrast to PTS, that can, but need not necessarily lead to falsification of a hypothesis, "a true confirmation bias" refers to adopting reasoning strategies that systematically preclude from refuting a hypothesis that is previously acquired or in some way motivated in the person''s mental system.					TRUE			
Because of that, it is very important to attach to the forecast a list of hypothesis from which they start in estimating the evolution of the sources and exists of cash corresponding to the future activity of the company.					TRUE			
Taken together, our data strongly support the hypothesis that Dot1a and Af9 repress Edn1 expression at both mRNA and protein levels in vitro and in vivo; elevated aldosterone contributes to kidney injury, in part by downregulating Dot1a and Af9 to enhance Edn-1 transcription.				Y	FALSE	Y		
There are at least two competing hypotheses in the debate over the pattern of temperature dependence: (1) universal temperature dependence (UTD; Gillooly et al., 2001) and; (2) evolutionary trade-off hypothesis (ETO; Clarke, 2004).					TRUE			
The hypotheses regarding the effectiveness of the pamphlet-based intervention were: 1) respondents from households who receive the personalized feedback pamphlet-based intervention will display significantly improved drinking outcomes at three and six-month follow-ups as compared to respondents from households in the no intervention control condition relative to the null hypotheses that there will be no differences between conditions; and 2) respondents from households who receive the personalized feedback pamphlet-based intervention will display significantly improved drinking outcomes as compared to respondents from households who receive the control pamphlet relative to the null hypotheses that there will be no differences.					TRUE			
For our calibration, we see that allowing for time-varying control parameters only provides a small improvement of fit, and thus we do not reject the null hypothesis that far-field buttressing (and bed strength) did not change from 2001–2011.	Y		Y	?	FALSE	 		
To face this challenge, we formulated two hypotheses : (1) the individual-based compartment models (Eq. 4 and 7) are functions of crop-scale attributes, to make individual dynamics sensitive to global conditions and (2) the number of connections between units depends on the pathogen dispersal mode.					TRUE			
The hypothesis that we are seeing independent RH performance in the bilateral condition is supported by the bias measure, which is negative in the LVF in this condition, and is significantly different from response bias in the unilateral condition.				Y	FALSE	Y		
The above caveats notwithstanding, the testimony of disaster survivors reported by the media, and studies on the symbolic power, health, and community value of trees and other greenery, together provide strong support for a hypothesis regarding the importance of trees and tree planting in societal, and ecological, responses and recovery from disaster.	Y		Y	Y	TRUE	Y		
The aim of the present study was to test the hypothesis that a fibrin matrix enhances the osteogenic differentiation and expression of vascular endothelial growth factor (VEGF) by human bone marrow stromal cells (hBMSCs) seeded into mineralised scaffolds.					TRUE	Y	testing	
Second order statistics, such as the Ripley''s K-function (Ripley, 1976), are useful to describe observed point patterns characterized by high correlation structures both in space and time and are also designed to test the randomness hypothesis often based on the Poisson distribution.					TRUE			
The differences in this inclination may affect their awareness of and response to external adverse event information, which leads to the following hypothesis :Studies of knowledge transfer and innovation in and between firms provide insights into another construct that may influence the effect of external adverse event information on other health care organizations, which can be labelled as affinity (2) between organizations.					TRUE			
Here we applied evolutionary and machine learning approaches to model Drosophila mesodermal enhancers having FC activities in order to uncover the motifs that orchestrate gene expression at the level of individual cells, to generate testable hypotheses about the nature of the corresponding FC identity TFs, and to gain insights into the combinations of TFs that contribute to individual FC enhancer specificities.					TRUE			
